¥Ó½Ð¤é´Á,¾÷ºØ®Æ¸¹,¾÷ºØ«~¦W,²£´ú®Æ¸¹- ¬y¤ô¸¹,"²£´ú®Æ¸¹-
 ª©¥»¸¹",¬y¤ô¸¹+ª©¥»¸¹,²£´ú«~¦W,­t³d¤H,µ{¦¡­×§ï,¥¿¦¡ EC,³Æµù(EC³æ¸¹),"EC
 ´£¥X¤é´Á","EC
 §¹¦¨¤é´Á",,,,,,,,,,,
2023/6/2,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000495,214,FA7000495214,Test XGS 107w ASSEM (Bundle) MAC 2.14,ÄÊ¼Ý,Done,Done,SENAO111-202306-0023,2023/6/6,2023/6/9,,,,,,,,,,,
2023/6/2,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000499,214,FA7000499214,Test XGS 87 ASSEM (Bundle) MAC 2.14,ÄÊ¼Ý,Done,Done,SENAO111-202306-0023,2023/6/6,2023/6/9,,,,,,,,,,,
2023/6/2,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000504,214,FA7000504214,Test XGS 87w ASSEM (Bundle) MAC 2.14,ÄÊ¼Ý,Done,Done,SENAO111-202306-0023,2023/6/6,2023/6/9,,,,,,,,,,,
2023/6/5,1407A0007305,EMA900D-A (CT) PRODUCT,FA7002154,200,FA7002154200,Test EMA900D-A (CT) PRODUCT Final V2.00,À³§B,Done,Done,SENAO131-202306-0027,2023/6/7,2023/6/7,EBOM EC,,,,,,,,,,
2023/6/5,1407A0007303,EMA900D-A (SWS14-48FPOE) PRODUCT,FA7002155,200,FA7002155200,Test EMA900D-A (SWS14-48FPOE) PRODUCT Final V2.00,À³§B,Done,Done,SENAO131-202306-0034,2023/6/8,2023/6/9,EBOM EC,,,,,,,,,,
2023/6/5,1402A0330301,ESG610 (ETSI) PRODUCT,FA7002084,202,FA7002084202,Test ESG610 (ETSI) PRODUCT MAC Check V2.02,À³§B,Done,Done,SENAO111-202306-0066,2023/6/16,2023/6/27,,,,,,,,,,,
2023/6/5,1203A0019300,AC42-HW PRODUCT,FA7001851,202,FA7001851202,Test AC42-HW PRODUCT Final Test V2.02,À³§B,Done,Done,SENAO111-202306-0067,2023/6/16,2023/6/27,,,,,,,,,,,
2023/6/5,1203B0019300,AC42-HW PRODUCT,FA7002156,202,FA7002156202,Test AC42-HW PRODUCT Final Test V2.02,À³§B,Done,Done,SENAO111-202306-0078,2023/6/19,2023/6/27,,,,,,,,,,,
2023/6/5,1203B0019300,AC42-HW PRODUCT,FA7002157,201,FA7002157201,Test AC42-HW PRODUCT MAC 2.01,À³§B,Done,Done,SENAO111-202306-0078,2023/6/19,2023/6/27,,,,,,,,,,,
2023/6/7,5216A1734020,MR76-HW phase2,FA7002158,200,FA7002158200,Test MR76-HW phase2 PCBA_Test_v2.00,ÄÊ¼Ý,Done,Done,SENAO111-202306-0105,2023/6/26,2023/6/30,,,,,,,,,,,
2023/6/7,5216A1734020,MR76-HW phase2,FA7002159,200,FA7002159200,Test MR76-HW phase2 Power_Calibration_v2.00,ÄÊ¼Ý,Done,Done,SENAO111-202306-0105,2023/6/26,2023/6/30,,,,,,,,,,,
2023/6/7,1102A1270301,MR76 V2-HW,FA7002160,200,FA7002160200,Test MR76 V2-HW Throughput_Test_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0109,2023/6/26,2023/6/29,EBOM EC,,,,,,,,,,
2023/6/8,1102A1270301,MR76 V2-HW,FA7002163,200,FA7002163200,Test MR76 V2-HW MAC&IIP_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0109,2023/6/26,2023/6/29,EBOM EC,,,,,,,,,,
2023/6/7,1407A0007304,EMA900D-A (FS-448-FPOE) PRODUCT,FA7002161,200,FA7002161200,Test EMA900D-A (FS-448-FPOE) PRODUCT Final V2.00,À³§B,Done,Done,SENAO131-202306-0043,2023/6/9,2023/6/9,EBOM EC,,,,,,,,,,
2023/6/7,1407A0007302,EMA900D-A (ECS1552FP) PRODUCT,FA7002162,200,FA7002162200,Test EMA900D-A (ECS1552FP) PRODUCT Final V2.00,À³§B,Done,Done,SENAO131-202306-0044,2023/6/9,2023/6/9,EBOM EC,,,,,,,,,,
2023/6/9,1408A0024300,MX85-HW,FA7002164,201,FA7002164201,Test MX85-HW Interface_Test_v2.01,ÄÊ¼Ý,Done,Progress,SENAO111-202307-0036,2023/7/12,,,,,,,,,,,,
2023/6/9,1408A0024300,MX85-HW,FA7002165,221,FA7002165221,Test MX85-HW BurnIn_Check_v2.21,ÄÊ¼Ý,Done,Progress,SENAO111-202307-0036,2023/7/12,,,,,,,,,,,,
2023/6/9,1408A0024300,MX85-HW,FA7002166,201,FA7002166201,Test MX85-HW MAC&IIP_v2.01,ÄÊ¼Ý,Done,Progress,SENAO111-202307-0036,2023/7/12,,,,,,,,,,,,
2023/6/9,1408A0024300,MX85-HW,FA7002167,201,FA7002167201,Test MX85-HW LabelCheck_AP07_v2.01,ÄÊ¼Ý,Done,Progress,SENAO111-202307-0036,2023/7/12,,,,,,,,,,,,
2023/6/19,1102A1486300,EnStation6 (FCC) PRODUCT,FA7002108,201,FA7002108201,Test EnStation6 (FCC) Write MAC_v2.01,ªQ¦t,,,,,,,,,,,,,,,,
2023/6/19,1102A1486301,EnStation6 (ETSI) PRODUCT,FA7002111,201,FA7002111201,Test EnStation6 (ETSI) Write MAC_v2.01,ªQ¦t,,,,,,,,,,,,,,,,
2023/6/19,1102A1486303,EnStation6 (INT) PRODUCT,FA7002114,201,FA7002114201,Test EnStation6 (INT) Write MAC_v2.01,ªQ¦t,,,,,,,,,,,,,,,,
2023/6/19,1102A1486306,EnStation6 (UK) PRODUCT,FA7002117,201,FA7002117201,Test EnStation6 (UK) Write MAC_v2.01,ªQ¦t,,,,,,,,,,,,,,,,
2023/6/19,1102A1486307,EnStation6 (INT)(W/O) PRODUCT,FA7002120,201,FA7002120201,Test EnStation6 (INT)(W/O) Write MAC_v2.01,ªQ¦t,,,,,,,,,,,,,,,,
2023/6/19,5100Z3095300,EnStation6 ASSEM (Bundle)(EnStation6-2 PACK),FA7002124,201,FA7002124201,Test EnStation6 ASSEM (Bundle)(EnStation6-2 PACK) Write MAC_v2.01,ªQ¦t,,,,,,,,,,,,,,,,
2023/6/20,1102A1477902,AP3000-IL,FA7002168,200,FA7002168200,Test AP3000-IL Final_Test_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0122,2023/6/29,2023/6/30,EBOM,,,,,,,,,,
2023/6/20,1102A1477902,AP3000-IL,FA7002169,200,FA7002169200,Test AP3000-IL Throughput_Test_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0122,2023/6/29,2023/6/30,EBOM,,,,,,,,,,
2023/6/20,1102A1477902,AP3000-IL,FA7002170,200,FA7002170200,Test AP3000-IL Write MAC_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0122,2023/6/29,2023/6/30,EBOM,,,,,,,,,,
2023/6/20,1102A1477903,AP3000-TN,FA7002171,200,FA7002171200,Test AP3000-TN Final_Test_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0122,2023/6/29,2023/6/30,EBOM,,,,,,,,,,
2023/6/20,1102A1477903,AP3000-TN,FA7002172,200,FA7002172200,Test AP3000-TN Throughput_Test_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0122,2023/6/29,2023/6/30,EBOM,,,,,,,,,,
2023/6/20,1102A1477903,AP3000-TN,FA7002173,200,FA7002173200,Test AP3000-TN Write MAC_v2.00,ÄÊ¼Ý,Done,Done,SENAO131-202306-0122,2023/6/29,2023/6/30,EBOM,,,,,,,,,,
2023/6/21,5216A2910000,ESG620 Main BD ADJUST,FA7002174,200,FA7002174200,Test ESG620 Main BD ADJUST PCBA_V2.00,À³§B,,,,,,,,,,,,,,,,
2023/6/21,1402A0332300,ESG620 (FCC) PRODUCT,FA7002175,200,FA7002175200,Test ESG620 (FCC) PRODUCT MAC_V2.00,À³§B,,,,,,,,,,,,,,,,
2023/6/21,1402A0332300,ESG620 (FCC) PRODUCT,FA7002176,200,FA7002176200,Test ESG620 (FCC) PRODUCT Check MAC_V2.00,À³§B,,,,,,,,,,,,,,,,
2023/6/21,1402A0332301,ESG620 (ETSI) PRODUCT,FA7002177,200,FA7002177200,Test ESG620 (ETSI) PRODUCT MAC_V2.00,À³§B,,,,,,,,,,,,,,,,
2023/6/21,1402A0332301,ESG620 (ETSI) PRODUCT,FA7002178,200,FA7002178200,Test ESG620 (ETSI) PRODUCT Check MAC_V2.00,À³§B,,,,,,,,,,,,,,,,
2023/6/21,1402A0332302,ESG620 (UK) PRODUCT,FA7002179,200,FA7002179200,Test ESG620 (UK) PRODUCT MAC_V2.00,À³§B,,,,,,,,,,,,,,,,
2023/6/21,1402A0332302,ESG620 (UK) PRODUCT,FA7002180,200,FA7002180200,Test ESG620 (UK) PRODUCT Check MAC_V2.00,À³§B,,,,,,,,,,,,,,,,
2023/6/21,1102A1477900,AP3000,FA7001704,205,FA7001704205,Test AP3000 Write MAC 2.05,ÄÊ¼Ý,Done,Done,SENAO111-202306-0126,2023/6/29,2023/7/6,,,,,,,,,,,
2023/6/21,1102A1507300,AP3000X,FA7001714,205,FA7001714205,Test AP3000X Write MAC 2.05,ÄÊ¼Ý,Done,Done,SENAO111-202306-0126,2023/6/29,2023/7/6,,,,,,,,,,,
2023/7/12,1407B0007300,EMA900D-A (V) PRODUCT,FA7002186,200,FA7002186200,Test EMA900D-A (V) PRODUCT Final_Test_V2.00,À³§B,Done,Done,SENAO111-202307-0050,2023/7/17,2023/7/21,,,,,,,,,,,
2023/7/12,1407B0007305,EMA900D-A (CT)(V) PRODUCT,FA7002187,200,FA7002187200,Test EMA900D-A (CT)(V) PRODUCT Final_Test_V2.00,À³§B,Done,Done,SENAO111-202307-0050,2023/7/17,2023/7/21,,,,,,,,,,,
2023/7/12,1407B0007302,EMA900D-A (ECS1552FP)(V) PRODUCT,FA7002188,200,FA7002188200,Test EMA900D-A (ECS1552FP)(V) PRODUCT Final_Test_V2.00,À³§B,Done,Done,SENAO111-202307-0050,2023/7/17,2023/7/21,,,,,,,,,,,
2023/7/12,1407B0007304,EMA900D-A (FS-448-FPOE)(V) PRODUCT,FA7002189,200,FA7002189200,Test EMA900D-A (FS-448-FPOE)(V) PRODUCT Final_Test_V2.00,À³§B,Done,Done,SENAO111-202307-0050,2023/7/17,2023/7/21,,,,,,,,,,,
2023/7/12,1407B0007303,EMA900D-A (SWS14-48FPOE)(V) PRODUCT,FA7002190,200,FA7002190200,Test EMA900D-A (SWS14-48FPOE)(V) PRODUCT Final_Test_V2.00,À³§B,Done,Done,SENAO111-202307-0050,2023/7/17,2023/7/21,,,,,,,,,,,
2023/7/12,5100Z5749300,XGS 107 ASSEM (Bundle),FA7000487,214,FA7000487214,Test XGS 107 ASSEM (Bundle) Final Test 2.14,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5749300,XGS 107 ASSEM (Bundle),FA7000488,203,FA7000488203,Test XGS 107 ASSEM (Bundle) FW Upgrade 2.03,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5216A2132000,XGS 107 Main BD ADJUST,FA7000489,213,FA7000489213,Test XGS 107 Main BD ADJUST PCBA Test 2.13,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5749300,XGS 107 ASSEM (Bundle),FA7000490,215,FA7000490215,Test XGS 107 ASSEM (Bundle) MAC 2.15,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000491,214,FA7000491214,Test XGS 107w ASSEM (Bundle) Final Test 2.14,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000492,203,FA7000492203,Test XGS 107w ASSEM (Bundle) FW Upgrade 2.03,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5216A2132020,XGS 107w Main BD ADJUST,FA7000493,213,FA7000493213,Test XGS 107w Main BD ADJUST PCBA Test 2.13,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000494,212,FA7000494212,Test XGS 107w ASSEM (Bundle) Throughput Test 2.12,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000495,215,FA7000495215,Test XGS 107w ASSEM (Bundle) MAC 2.15,ÄÊ¼Ý,Done,Done,SENAO111-202307-0130,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000496,214,FA7000496214,Test XGS 87 ASSEM (Bundle) Final Test 2.14,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000497,203,FA7000497203,Test XGS 87 ASSEM (Bundle) FW Upgrade 2.03,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5216A2132010,XGS 87 Main BD ADJUST,FA7000498,213,FA7000498213,Test XGS 87 Main BD ADJUST PCBA Test 2.13,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000499,215,FA7000499215,Test XGS 87 ASSEM (Bundle) MAC 2.15,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000500,214,FA7000500214,Test XGS 87w ASSEM (Bundle) Final Test 2.14,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000501,203,FA7000501203,Test XGS 87w ASSEM (Bundle) FW Upgrade 2.03,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5216A2132030,XGS 87w Main BD ADJUST,FA7000502,213,FA7000502213,Test XGS 87w Main BD ADJUST PCBA Test 2.13,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000503,212,FA7000503212,Test XGS 87w ASSEM (Bundle) Throughput Test 2.12,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/12,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000504,215,FA7000504215,Test XGS 87w ASSEM (Bundle) MAC 2.15,ÄÊ¼Ý,Done,Done,SENAO111-202307-0129,2023/7/26,2023/8/9,,,,,,,,,,,
2023/7/13,1102A1485300,ENH500-AX (FCC),FA7001615,203,FA7001615203,Test ENH500-AX (FCC) Write MAC_v2.03,Â@¶f,Done,Progress,SENAO111-202307-0106,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1485301,ENH500-AX (ETSI),FA7001618,203,FA7001618203,Test ENH500-AX (ETSI) Write MAC_v2.03,Â@¶f,Done,Progress,SENAO111-202307-0106,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1485302,ENH500-AX (UK),FA7001664,203,FA7001664203,Test ENH500-AX (UK) Write MAC_v2.03,Â@¶f,Done,Progress,SENAO111-202307-0106,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1485303,ENH500-AX (INT),FA7001621,203,FA7001621203,Test ENH500-AX (INT) Write MAC_v2.03,Â@¶f,Done,Progress,SENAO111-202307-0106,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1485304,ENH500-AX (INT)(W/O),FA7001667,203,FA7001667203,Test ENH500-AX (INT)(W/O)Write MAC_v2.03,Â@¶f,Done,Progress,SENAO111-202307-0106,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1485305,ENH500-AX KIT (FCC) PRODUCT,FA7001673,202,FA7001673202,Test ENH500-AX KIT (FCC) Label_Check_v2.02,Â@¶f,Done,Progress,SENAO111-202307-0106,2023/7/21,,,,,,,,,,,,
2023/7/13,1104A0245300,FAP-831F (US),FA7000471,223,FA7000471223,Test FAP-831F (US) Write MAC_v2.23,Â@¶f,Done,Progress,SENAO111-202308-0021,2023/8/3,,,,,,,,,,,,
2023/7/13,1104A0245301,FAP-831F (EU),FA7000476,223,FA7000476223,Test FAP-831F (EU) Write MAC_v2.23,Â@¶f,Done,Progress,SENAO111-202308-0021,2023/8/3,,,,,,,,,,,,
2023/7/13,1102A1475300,W-318 PRODUCT,FA7000026,225,FA7000026225,Test W-318 Customer FW Upgrade Test 2.25,Â@¶f,Done,Progress,SENAO111-202307-0102,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1475300,W-318 PRODUCT,FA7000029,222,FA7000029222,Test W-318 MAC 2.22,Â@¶f,Done,Progress,SENAO111-202307-0102,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1475301,W-318-RW PRODUCT,FA7000032,225,FA7000032225,Test W-318-RW Customer FW Upgrade Test 2.25,Â@¶f,Done,Progress,SENAO111-202307-0102,2023/7/21,,,,,,,,,,,,
2023/7/13,1102A1475301,W-318-RW PRODUCT,FA7000035,222,FA7000035222,Test W-318-RW MAC 2.22,Â@¶f,Done,Progress,SENAO111-202307-0102,2023/7/21,,,,,,,,,,,,
2023/7/13,1203A0013300,NSG-101,FA7001578,253,FA7001578253,Test NSG-101 MAC 2.53,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013300,NSG-101,FA7002191,200,FA7002191200,Test NSG-101 CheckWeb_v2.00,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013300,NSG-101,FA7002192,200,FA7002192200,Test NSG-101 Final_test_v2.00,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013301,NSG-101 (COM) PRODUCT,FA7002193,210,FA7002193210,Test NSG-101 (COM) PRODUCT CheckPower_BLE_v2.10,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013301,NSG-101 (COM) PRODUCT,FA7002194,200,FA7002194200,Test NSG-101 (COM) PRODUCT CheckWeb_v2.00,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013301,NSG-101 (COM) PRODUCT,FA7002195,200,FA7002195200,Test NSG-101 (COM) PRODUCT Final_test_v2.00,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013301,NSG-101 (COM) PRODUCT,FA7002196,211,FA7002196211,Test NSG-101 (COM) PRODUCT LTE_Test(NI)_v2.1.1,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013301,NSG-101 (COM) PRODUCT,FA7002197,251,FA7002197251,Test NSG-101 (COM) PRODUCT PCBA_Test_V2.51,Â@¶f,,,,,,,,,,,,,,,,
2023/7/13,1203A0013301,NSG-101 (COM) PRODUCT,FA7002198,210,FA7002198210,Test NSG-101 (COM) PRODUCT Throughput Test_2G_5G_11AC_V2.10,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1203A0013301,NSG-101 (COM) PRODUCT,FA7002199,253,FA7002199253,Test NSG-101 (COM) PRODUCT Write_Mac_v2.5.3,Â@¶f,Done,Progress,SENAO111-202309-0039,2023/9/11,,,,,,,,,,,,
2023/7/13,1402A0114300,V300-8T-2X PRODUCT LFP,FA7002200,221,FA7002200221,Test V300-8T-2X PRODUCT LFP CheckMac_v2.21,Â@¶f,,,,,,,,,,,,,,,,
2023/7/13,1402A0115300,V300HT-8T-2X PRODUCT LFP,FA7002201,221,FA7002201221,Test V300HT-8T-2X PRODUCT LFP CheckMac_v2.21,Â@¶f,,,,,,,,,,,,,,,,
2023/7/13,1402A0116300,V300-8P-2X PRODUCT LFP,FA7002202,222,FA7002202222,Test V300-8P-2X PRODUCT LFP CheckMac_v2.22,Â@¶f,,,,,,,,,,,,,,,,
2023/7/13,1402A0117300,V300HT-8P-2X PRODUCT LFP,FA7002203,221,FA7002203221,Test V300HT-8P-2X PRODUCT LFP CheckMac_v2.21,Â@¶f,,,,,,,,,,,,,,,,
2023/7/13,1402A0152301,Angel Eyes,FA7001555,212,FA7001555212,Test Angel Eyes MAC 2.12,Â@¶f,,,,,,,,,,,,,,,,
2023/7/14,1102A1390300,NSa 2700 PRODUCT,FA7002204,210,FA7002204210,Test NSa 2700  PRODUCT Uboot_Update_2.10,ªQ¦t,,,,,,,,,,,,,,,,
2023/7/14,1102A1390302,NSa 2700 JAPAN PRODUCT,FA7002205,210,FA7002205210,Test NSa 2700 JAPAN PRODUCT Uboot_Update_2.10,ªQ¦t,,,,,,,,,,,,,,,,
2023/7/14,1102A1397300,NSa 3700 PRODUCT,FA7002206,210,FA7002206210,Test NSa 3700  PRODUCT Uboot_Update_2.10,ªQ¦t,,,,,,,,,,,,,,,,
2023/7/14,1102A1397301,NSa 3700 JAPAN PRODUCT,FA7002207,210,FA7002207210,Test NSa 3700  JAPAN PRODUCT Uboot_Update_2.10 ,ªQ¦t,,,,,,,,,,,,,,,,
2023/7/18,1102A1448301,C-360(M3TEK),FA7001455,231,FA7001455231,Test C-360(M3TEK) Write_BLE_MAC_v2.31,Â@¶f,Done,Progress,SENAO111-202308-0022,2023/8/3,,,,,,,,,,,,
2023/7/18,1102A1448301,C-360(M3TEK),FA7001458,203,FA7001458203,Test C-360(M3TEK) MAC 2.03,Â@¶f,X,X,X,X,X,,,,,,,,,,,
2023/7/18,1102A1448301,C-360(M3TEK),FA7001459,204,FA7001459204,Test C-360(M3TEK) Customer_FW_Upgrade_v2.04,Â@¶f,Done,Progress,SENAO111-202308-0022,2023/8/3,,,,,,,,,,,,
2023/7/18,1102A1448300,C-360,FA7000198,245,FA7000198245,Test C-360 MAC 2.45,Â@¶f,X,X,µ{¦¡¶iª©(¼W¥[²£´ú®Æ¸¹),X,X,,,,,,,,,,,
2023/7/18,1102A1448300,C-360,FA7000199,255,FA7000199255,Test C-360 Customer_FW_Upgrade_v2.55,Â@¶f,Done,Progress,SENAO111-202308-0022,2023/8/3,,,,,,,,,,,,
2023/7/18,1102A1369300,C-260 PRODUCT,FA7000052,232,FA7000052232,Test C-260 MAC 2.32,Â@¶f,Done,Done,SENAO111-202307-0125,2023/7/26,2023/8/2,,,,,,,,,,,
2023/7/18,1102A1372300,C-230 PRODUCT,FA7000062,324,FA7000062324,Test C-230 Customer FW Upgrade Test 3.24,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1372300,C-230 PRODUCT,FA7000067,244,FA7000067244,Test C-230 MAC 2.44,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1372302,PN91564 Wireless LAN Access Point,FA7000100,322,FA7000100322,Test PN91564 Wireless LAN Access Point Customer FW Upgrade Test 3.22,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1372303,C-230(TPS23751) PRODUCT,FA7002056,324,FA7002056324,Test C-230(TPS23751) PRODUCT Customer_FW_Upgrade_V3.24,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1372303,C-230(TPS23751) PRODUCT,FA7002060,244,FA7002060244,Test C-230(TPS23751) PRODUCT Write MAC_V2.44,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1373300,C-230E PRODUCT,FA7000068,322,FA7000068322,Test C-230E Customer FW Upgrade Test 3.22,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1373300,C-230E PRODUCT,FA7000074,242,FA7000074242,Test C-230E MAC 2.42,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,5216A2027000,C-260 ADJUST,FA7002208,241,FA7002208241,Test C-260 ADJUST Power_Calibration_2.4G+5G(DUAL)_V2.41,Â@¶f,Done,Progress,SENAO111-202308-0022,2023/8/3,,,,,,,,,,,,
2023/7/18,5216A2027000,C-260 ADJUST,FA7002209,231,FA7002209231,Test C-260 ADJUST Power_Calibration_2G_v2.31,Â@¶f,Done,Progress,SENAO111-202308-0022,2023/8/3,,,,,,,,,,,,
2023/7/18,5216A2027000,C-260 ADJUST,FA7002210,241,FA7002210241,Test C-260 ADJUST Power_Calibration_5G_V2.41,Â@¶f,Done,Progress,SENAO111-202308-0022,2023/8/3,,,,,,,,,,,,
2023/7/18,5216A2054000,C-230 ADJUST,FA7002211,233,FA7002211233,Test C-230 ADJUST Power_Calibration_2.4G+5G(DUAL)_V2.33,Â@¶f,Done,Done,SENAO111-202307-0146,2023/7/31,2023/8/7,,,,,,,,,,,
2023/7/18,5216A2054000,C-230 ADJUST,FA7002212,242,FA7002212242,Test C-230 ADJUST Power_Calibration_2.4G+5G_V2.42,Â@¶f,Done,Done,SENAO111-202307-0146,2023/7/31,2023/8/7,,,,,,,,,,,
2023/7/18,5216A2054050,PN91564 ADJUST,FA7002213,233,FA7002213233,Test PN91564 ADJUST Power_Calibration_2.4G+5G(DUAL)_V2.33,Â@¶f,Done,Done,SENAO111-202307-0146,2023/7/31,2023/8/7,,,,,,,,,,,
2023/7/18,5216A2054050,PN91564 ADJUST,FA7002214,242,FA7002214242,Test PN91564 ADJUST Power_Calibration_2.4G+5G_V2.42,Â@¶f,Done,Done,SENAO111-202307-0146,2023/7/31,2023/8/7,,,,,,,,,,,
2023/7/18,5216A2054070,C-230(TPS23751) ADJUST,FA7002215,233,FA7002215233,Test C-230(TPS23751) ADJUST Power_Calibration_2.4G+5G(DUAL)_V2.33,Â@¶f,Done,Done,SENAO111-202307-0146,2023/7/31,2023/8/7,,,,,,,,,,,
2023/7/18,5216A2054070,C-230(TPS23751) ADJUST,FA7002216,242,FA7002216242,Test C-230(TPS23751) ADJUST Power_Calibration_2.4G+5G_V2.42,Â@¶f,Done,Done,SENAO111-202307-0146,2023/7/31,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1375300,O-235E PRODUCT,FA7002217,321,FA7002217321,Test O-235E PRODUCT Customer_FW_Upgrade_V3.21,Â@¶f,Done,Done,SENAO111-202307-0140,2023/7/28,2023/8/7,,,,,,,,,,,
2023/7/18,1102A1375300,O-235E PRODUCT,FA7002218,233,FA7002218233,Test O-235E PRODUCT Power_Calibration_2.4G+5G(DUAL)_V2.33,Â@¶f,,,,,,,,,,,,,,,,
2023/7/18,1102A1375300,O-235E PRODUCT,FA7002219,242,FA7002219242,Test O-235E PRODUCT Power_Calibration_2.4G+5G_V2.42,Â@¶f,,,,,,,,,,,,,,,,
